#  Table f555w.UVIS1.fits[1]  Fri 11:54:28 08-Feb-2013

# row      WAVELENGTH      THROUGHPUT
#           angstroms                

  371           2070.     6.415863E-8
  372           2071.     6.399489E-8
  373           2072.     6.360710E-8
  374           2073.     6.321825E-8
  375           2074.     6.282838E-8
  376           2075.     6.243745E-8
  377           2076.     6.204547E-8
  378           2077.     6.165241E-8
  379           2078.     6.125835E-8
  380           2079.     6.086322E-8
  381           2080.     6.046704E-8
  382           2081.     6.021757E-8
  383           2082.     6.024833E-8
  384           2083.     6.027899E-8
  385           2084.     6.030962E-8
  386           2085.     6.034015E-8
  387           2086.     6.037061E-8
  388           2087.     6.040101E-8
  389           2088.     6.043133E-8
  390           2089.     6.046158E-8
  391           2090.     6.049176E-8
  392           2091.     6.047451E-8
  393           2092.     6.036456E-8
  394           2093.     6.025421E-8
  395           2094.     6.014346E-8
  396           2095.     6.003226E-8
  397           2096.     5.992069E-8
  398           2097.     5.980869E-8
  399           2098.     5.969628E-8
  400           2099.     5.958346E-8
  401           2100.     5.947020E-8
  402           2101.     5.932499E-8
  403           2102.     5.886026E-8
  404           2103.     5.839155E-8
  405           2104.     5.791885E-8
  406           2105.     5.744211E-8
  407           2106.     5.696136E-8
  408           2107.     5.647655E-8
  409           2108.     5.598771E-8
  410           2109.     5.549478E-8
  411           2110.     5.499775E-8
  412           2111.     5.467490E-8
  413           2112.     5.471174E-8
  414           2113.     5.474802E-8
  415           2114.     5.478377E-8
  416           2115.     5.481893E-8
  417           2116.     5.485355E-8
  418           2117.     5.488764E-8
  419           2118.     5.492113E-8
  420           2119.     5.495408E-8
  421           2120.     5.498647E-8
  422           2121.     5.496859E-8
  423           2122.     5.486077E-8
  424           2123.     5.475153E-8
  425           2124.     5.464086E-8
  426           2125.     5.452880E-8
  427           2126.     5.441530E-8
  428           2127.     5.430037E-8
  429           2128.     5.418399E-8
  430           2129.     5.406618E-8
  431           2130.     5.394694E-8
  432           2131.     5.376126E-8
  433           2132.     5.343121E-8
  434           2133.     5.309830E-8
  435           2134.     5.276260E-8
  436           2135.     5.242401E-8
  437           2136.     5.208258E-8
  438           2137.     5.173827E-8
  439           2138.     5.139111E-8
  440           2139.     5.104105E-8
  441           2140.     5.068809E-8
  442           2141.     5.050741E-8
  443           2142.     5.069108E-8
  444           2143.     5.087525E-8
  445           2144.     5.105992E-8
  446           2145.     5.124506E-8
  447           2146.     5.143071E-8
  448           2147.     5.161686E-8
  449           2148.     5.180349E-8
  450           2149.     5.199062E-8
  451           2150.     5.217826E-8
  452           2151.     5.220786E-8
  453           2152.     5.190664E-8
  454           2153.     5.160289E-8
  455           2154.     5.129663E-8
  456           2155.     5.098786E-8
  457           2156.     5.067652E-8
  458           2157.     5.036264E-8
  459           2158.     5.004622E-8
  460           2159.     4.972722E-8
  461           2160.     4.940564E-8
  462           2161.     4.914590E-8
  463           2162.     4.903247E-8
  464           2163.     4.891783E-8
  465           2164.     4.880190E-8
  466           2165.     4.868476E-8
  467           2166.     4.856637E-8
  468           2167.     4.844670E-8
  469           2168.     4.832582E-8
  470           2169.     4.820366E-8
  471           2170.     4.808021E-8
  472           2171.     4.807617E-8
  473           2172.     4.832199E-8
  474           2173.     4.856871E-8
  475           2174.     4.881634E-8
  476           2175.     4.906484E-8
  477           2176.     4.931429E-8
  478           2177.     4.956461E-8
  479           2178.     4.981584E-8
  480           2179.     5.006801E-8
  481           2180.     5.032106E-8
  482           2181.     5.046950E-8
  483           2182.     5.039285E-8
  484           2183.     5.031514E-8
  485           2184.     5.023644E-8
  486           2185.     5.015669E-8
  487           2186.     5.007592E-8
  488           2187.     4.999410E-8
  489           2188.     4.991125E-8
  490           2189.     4.982736E-8
  491           2190.     4.974242E-8
  492           2191.     4.978266E-8
  493           2192.     5.010025E-8
  494           2193.     5.041911E-8
  495           2194.     5.073926E-8
  496           2195.     5.106071E-8
  497           2196.     5.138341E-8
  498           2197.     5.170744E-8
  499           2198.     5.203272E-8
  500           2199.     5.235932E-8
  501           2200.     5.268722E-8
  502           2201.     5.288477E-8
  503           2202.     5.276982E-8
  504           2203.     5.265352E-8
  505           2204.     5.253580E-8
  506           2205.     5.241671E-8
  507           2206.     5.229622E-8
  508           2207.     5.217430E-8
  509           2208.     5.205101E-8
  510           2209.     5.192630E-8
  511           2210.     5.180020E-8
  512           2211.     5.173106E-8
  513           2212.     5.178284E-8
  514           2213.     5.183426E-8
  515           2214.     5.188534E-8
  516           2215.     5.193603E-8
  517           2216.     5.198638E-8
  518           2217.     5.203640E-8
  519           2218.     5.208602E-8
  520           2219.     5.213531E-8
  521           2220.     5.218419E-8
  522           2221.     5.216617E-8
  523           2222.     5.200129E-8
  524           2223.     5.183475E-8
  525           2224.     5.166655E-8
  526           2225.     5.149671E-8
  527           2226.     5.132522E-8
  528           2227.     5.115206E-8
  529           2228.     5.097720E-8
  530           2229.     5.080071E-8
  531           2230.     5.062252E-8
  532           2231.     5.044011E-8
  533           2232.     5.031374E-8
  534           2233.     5.018630E-8
  535           2234.     5.005780E-8
  536           2235.     4.992823E-8
  537           2236.     4.979758E-8
  538           2237.     4.966585E-8
  539           2238.     4.953305E-8
  540           2239.     4.939916E-8
  541           2240.     4.926420E-8
  542           2241.     4.917633E-8
  543           2242.     4.921179E-8
  544           2243.     4.924699E-8
  545           2244.     4.928198E-8
  546           2245.     4.931670E-8
  547           2246.     4.935119E-8
  548           2247.     4.938542E-8
  549           2248.     4.941943E-8
  550           2249.     4.945319E-8
  551           2250.     4.948672E-8
  552           2251.     4.965011E-8
  553           2252.     5.010728E-8
  554           2253.     5.056616E-8
  555           2254.     5.102676E-8
  556           2255.     5.148904E-8
  557           2256.     5.195304E-8
  558           2257.     5.241874E-8
  559           2258.     5.288615E-8
  560           2259.     5.335526E-8
  561           2260.     5.382611E-8
  562           2261.     5.424683E-8
  563           2262.     5.455185E-8
  564           2263.     5.485780E-8
  565           2264.     5.516471E-8
  566           2265.     5.547256E-8
  567           2266.     5.578137E-8
  568           2267.     5.609111E-8
  569           2268.     5.640180E-8
  570           2269.     5.671346E-8
  571           2270.     5.702607E-8
  572           2271.     5.715607E-8
  573           2272.     5.685694E-8
  574           2273.     5.655612E-8
  575           2274.     5.625353E-8
  576           2275.     5.594920E-8
  577           2276.     5.564315E-8
  578           2277.     5.533533E-8
  579           2278.     5.502577E-8
  580           2279.     5.471444E-8
  581           2280.     5.440139E-8
  582           2281.     5.422491E-8
  583           2282.     5.439272E-8
  584           2283.     5.456089E-8
  585           2284.     5.472934E-8
  586           2285.     5.489814E-8
  587           2286.     5.506725E-8
  588           2287.     5.523667E-8
  589           2288.     5.540640E-8
  590           2289.     5.557647E-8
  591           2290.     5.574685E-8
  592           2291.     5.587894E-8
  593           2292.     5.590882E-8
  594           2293.     5.593845E-8
  595           2294.     5.596782E-8
  596           2295.     5.599692E-8
  597           2296.     5.602578E-8
  598           2297.     5.605436E-8
  599           2298.     5.608269E-8
  600           2299.     5.611075E-8
  601           2300.     5.613856E-8
  602           2301.     5.622125E-8
  603           2302.     5.651935E-8
  604           2303.     5.681811E-8
  605           2304.     5.711759E-8
  606           2305.     5.741776E-8
  607           2306.     5.771865E-8
  608           2307.     5.802023E-8
  609           2308.     5.832251E-8
  610           2309.     5.862548E-8
  611           2310.     5.892917E-8
  612           2311.     5.903585E-8
  613           2312.     5.866020E-8
  614           2313.     5.828331E-8
  615           2314.     5.790513E-8
  616           2315.     5.752571E-8
  617           2316.     5.714502E-8
  618           2317.     5.676308E-8
  619           2318.     5.637988E-8
  620           2319.     5.599539E-8
  621           2320.     5.560965E-8
  622           2321.     5.528744E-8
  623           2322.     5.514108E-8
  624           2323.     5.499421E-8
  625           2324.     5.484683E-8
  626           2325.     5.469888E-8
  627           2326.     5.455040E-8
  628           2327.     5.440141E-8
  629           2328.     5.425186E-8
  630           2329.     5.410179E-8
  631           2330.     5.395120E-8
  632           2331.     5.423247E-8
  633           2332.     5.559111E-8
  634           2333.     5.695334E-8
  635           2334.     5.831913E-8
  636           2335.     5.968853E-8
  637           2336.     6.106153E-8
  638           2337.     6.243811E-8
  639           2338.     6.381831E-8
  640           2339.     6.520211E-8
  641           2340.     6.658954E-8
  642           2341.     6.735916E-8
  643           2342.     6.655510E-8
  644           2343.     6.574866E-8
  645           2344.     6.493989E-8
  646           2345.     6.412876E-8
  647           2346.     6.331527E-8
  648           2347.     6.249941E-8
  649           2348.     6.168121E-8
  650           2349.     6.086062E-8
  651           2350.     6.003768E-8
  652           2351.     5.949694E-8
  653           2352.     5.968793E-8
  654           2353.     5.987926E-8
  655           2354.     6.007097E-8
  656           2355.     6.026303E-8
  657           2356.     6.045543E-8
  658           2357.     6.064818E-8
  659           2358.     6.084127E-8
  660           2359.     6.103470E-8
  661           2360.     6.122850E-8
  662           2361.     6.145815E-8
  663           2362.     6.179769E-8
  664           2363.     6.213787E-8
  665           2364.     6.247873E-8
  666           2365.     6.282031E-8
  667           2366.     6.316255E-8
  668           2367.     6.350545E-8
  669           2368.     6.384903E-8
  670           2369.     6.419329E-8
  671           2370.     6.453825E-8
  672           2371.     6.476919E-8
  673           2372.     6.468605E-8
  674           2373.     6.460252E-8
  675           2374.     6.451863E-8
  676           2375.     6.443437E-8
  677           2376.     6.434972E-8
  678           2377.     6.426470E-8
  679           2378.     6.417930E-8
  680           2379.     6.409355E-8
  681           2380.     6.400741E-8
  682           2381.     6.385493E-8
  683           2382.     6.352897E-8
  684           2383.     6.320203E-8
  685           2384.     6.287414E-8
  686           2385.     6.254527E-8
  687           2386.     6.221543E-8
  688           2387.     6.188460E-8
  689           2388.     6.155284E-8
  690           2389.     6.122007E-8
  691           2390.     6.088631E-8
  692           2391.     6.062379E-8
  693           2392.     6.057144E-8
  694           2393.     6.051884E-8
  695           2394.     6.046601E-8
  696           2395.     6.041292E-8
  697           2396.     6.035958E-8
  698           2397.     6.030600E-8
  699           2398.     6.025218E-8
  700           2399.     6.019808E-8
  701           2400.     6.014374E-8
  702           2401.     6.035827E-8
  703           2402.     6.149826E-8
  704           2403.     6.263809E-8
  705           2404.     6.377778E-8
  706           2405.     6.491727E-8
  707           2406.     6.605663E-8
  708           2407.     6.719581E-8
  709           2408.     6.833482E-8
  710           2409.     6.947369E-8
  711           2410.     7.061239E-8
  712           2411.     7.129428E-8
  713           2412.     7.072491E-8
  714           2413.     7.015560E-8
  715           2414.     6.958635E-8
  716           2415.     6.901718E-8
  717           2416.     6.844807E-8
  718           2417.     6.787904E-8
  719           2418.     6.731010E-8
  720           2419.     6.674119E-8
  721           2420.     6.617238E-8
  722           2421.     6.553404E-8
  723           2422.     6.470393E-8
  724           2423.     6.387393E-8
  725           2424.     6.304408E-8
  726           2425.     6.221437E-8
  727           2426.     6.138477E-8
  728           2427.     6.055529E-8
  729           2428.     5.972595E-8
  730           2429.     5.889674E-8
  731           2430.     5.806764E-8
  732           2431.     5.772937E-8
  733           2432.     5.880830E-8
  734           2433.     5.988652E-8
  735           2434.     6.096401E-8
  736           2435.     6.204078E-8
  737           2436.     6.311684E-8
  738           2437.     6.419215E-8
  739           2438.     6.526678E-8
  740           2439.     6.634065E-8
  741           2440.     6.741383E-8
  742           2441.     6.809561E-8
  743           2442.     6.764969E-8
  744           2443.     6.720398E-8
  745           2444.     6.675848E-8
  746           2445.     6.631318E-8
  747           2446.     6.586808E-8
  748           2447.     6.542314E-8
  749           2448.     6.497844E-8
  750           2449.     6.453393E-8
  751           2450.     6.408962E-8
  752           2451.     6.407812E-8
  753           2452.     6.531243E-8
  754           2453.     6.654615E-8
  755           2454.     6.777923E-8
  756           2455.     6.901170E-8
  757           2456.     7.024353E-8
  758           2457.     7.147475E-8
  759           2458.     7.270533E-8
  760           2459.     7.393528E-8
  761           2460.     7.516461E-8
  762           2461.     7.598801E-8
  763           2462.     7.565209E-8
  764           2463.     7.531636E-8
  765           2464.     7.498086E-8
  766           2465.     7.464555E-8
  767           2466.     7.431044E-8
  768           2467.     7.397553E-8
  769           2468.     7.364084E-8
  770           2469.     7.330636E-8
  771           2470.     7.297209E-8
  772           2471.     7.263969E-8
  773           2472.     7.229281E-8
  774           2473.     7.194608E-8
  775           2474.     7.159949E-8
  776           2475.     7.125306E-8
  777           2476.     7.090679E-8
  778           2477.     7.056070E-8
  779           2478.     7.021475E-8
  780           2479.     6.986895E-8
  781           2480.     6.952333E-8
  782           2481.     6.934977E-8
  783           2482.     6.968919E-8
  784           2483.     7.002838E-8
  785           2484.     7.036742E-8
  786           2485.     7.070627E-8
  787           2486.     7.104494E-8
  788           2487.     7.138340E-8
  789           2488.     7.172168E-8
  790           2489.     7.205974E-8
  791           2490.     7.239763E-8
  792           2491.     7.240511E-8
  793           2492.     7.143584E-8
  794           2493.     7.046718E-8
  795           2494.     6.949918E-8
  796           2495.     6.853185E-8
  797           2496.     6.756517E-8
  798           2497.     6.659914E-8
  799           2498.     6.563375E-8
  800           2499.     6.466902E-8
  801           2500.     6.370495E-8
  802           2501.     6.310245E-8
  803           2502.     6.365210E-8
  804           2503.     6.420103E-8
  805           2504.     6.474924E-8
  806           2505.     6.529671E-8
  807           2506.     6.584348E-8
  808           2507.     6.638952E-8
  809           2508.     6.693485E-8
  810           2509.     6.747944E-8
  811           2510.     6.802331E-8
  812           2511.     6.840773E-8
  813           2512.     6.829925E-8
  814           2513.     6.819083E-8
  815           2514.     6.808246E-8
  816           2515.     6.797417E-8
  817           2516.     6.786594E-8
  818           2517.     6.775779E-8
  819           2518.     6.764968E-8
  820           2519.     6.754165E-8
  821           2520.     6.743367E-8
  822           2521.     6.723316E-8
  823           2522.     6.676137E-8
  824           2523.     6.629021E-8
  825           2524.     6.581963E-8
  826           2525.     6.534960E-8
  827           2526.     6.488017E-8
  828           2527.     6.441133E-8
  829           2528.     6.394307E-8
  830           2529.     6.347539E-8
  831           2530.     6.300832E-8
  832           2531.     6.262328E-8
  833           2532.     6.247832E-8
  834           2533.     6.233348E-8
  835           2534.     6.218875E-8
  836           2535.     6.204414E-8
  837           2536.     6.189965E-8
  838           2537.     6.175527E-8
  839           2538.     6.161100E-8
  840           2539.     6.146686E-8
  841           2540.     6.132283E-8
  842           2541.     6.104662E-8
  843           2542.     6.034485E-8
  844           2543.     5.964385E-8
  845           2544.     5.894367E-8
  846           2545.     5.824426E-8
  847           2546.     5.754569E-8
  848           2547.     5.684790E-8
  849           2548.     5.615093E-8
  850           2549.     5.545473E-8
  851           2550.     5.475935E-8
  852           2551.     5.439135E-8
  853           2552.     5.510425E-8
  854           2553.     5.581610E-8
  855           2554.     5.652684E-8
  856           2555.     5.723652E-8
  857           2556.     5.794512E-8
  858           2557.     5.865266E-8
  859           2558.     5.935908E-8
  860           2559.     6.006446E-8
  861           2560.     6.076875E-8
  862           2561.     6.129079E-8
  863           2562.     6.119510E-8
  864           2563.     6.109945E-8
  865           2564.     6.100387E-8
  866           2565.     6.090835E-8
  867           2566.     6.081289E-8
  868           2567.     6.071748E-8
  869           2568.     6.062211E-8
  870           2569.     6.052679E-8
  871           2570.     6.043155E-8
  872           2571.     6.035666E-8
  873           2572.     6.034934E-8
  874           2573.     6.034195E-8
  875           2574.     6.033453E-8
  876           2575.     6.032705E-8
  877           2576.     6.031953E-8
  878           2577.     6.031190E-8
  879           2578.     6.030427E-8
  880           2579.     6.029656E-8
  881           2580.     6.028880E-8
  882           2581.     6.016051E-8
  883           2582.     5.964191E-8
  884           2583.     5.912403E-8
  885           2584.     5.860680E-8
  886           2585.     5.809027E-8
  887           2586.     5.757441E-8
  888           2587.     5.705922E-8
  889           2588.     5.654474E-8
  890           2589.     5.603092E-8
  891           2590.     5.551778E-8
  892           2591.     5.537056E-8
  893           2592.     5.646223E-8
  894           2593.     5.755244E-8
  895           2594.     5.864121E-8
  896           2595.     5.972849E-8
  897           2596.     6.081435E-8
  898           2597.     6.189873E-8
  899           2598.     6.298169E-8
  900           2599.     6.406316E-8
  901           2600.     6.514317E-8
  902           2601.     6.595459E-8
  903           2602.     6.594467E-8
  904           2603.     6.593456E-8
  905           2604.     6.592428E-8
  906           2605.     6.591382E-8
  907           2606.     6.590318E-8
  908           2607.     6.589237E-8
  909           2608.     6.588138E-8
  910           2609.     6.587022E-8
  911           2610.     6.585887E-8
  912           2611.     6.568534E-8
  913           2612.     6.496083E-8
  914           2613.     6.423789E-8
  915           2614.     6.351650E-8
  916           2615.     6.279669E-8
  917           2616.     6.207846E-8
  918           2617.     6.136180E-8
  919           2618.     6.064671E-8
  920           2619.     5.993319E-8
  921           2620.     5.922127E-8
  922           2621.     5.862447E-8
  923           2622.     5.841607E-8
  924           2623.     5.820796E-8
  925           2624.     5.800018E-8
  926           2625.     5.779268E-8
  927           2626.     5.758546E-8
  928           2627.     5.737857E-8
  929           2628.     5.717195E-8
  930           2629.     5.696563E-8
  931           2630.     5.675963E-8
  932           2631.     5.644567E-8
  933           2632.     5.572957E-8
  934           2633.     5.501493E-8
  935           2634.     5.430173E-8
  936           2635.     5.358995E-8
  937           2636.     5.287965E-8
  938           2637.     5.217078E-8
  939           2638.     5.146335E-8
  940           2639.     5.075737E-8
  941           2640.     5.005285E-8
  942           2641.     4.958450E-8
  943           2642.     4.999774E-8
  944           2643.     5.040978E-8
  945           2644.     5.082060E-8
  946           2645.     5.123024E-8
  947           2646.     5.163869E-8
  948           2647.     5.204593E-8
  949           2648.     5.245196E-8
  950           2649.     5.285681E-8
  951           2650.     5.326046E-8
  952           2651.     5.366664E-8
  953           2652.     5.406699E-8
  954           2653.     5.446622E-8
  955           2654.     5.486436E-8
  956           2655.     5.526139E-8
  957           2656.     5.565729E-8
  958           2657.     5.605208E-8
  959           2658.     5.644574E-8
  960           2659.     5.683830E-8
  961           2660.     5.722972E-8
  962           2661.     5.746613E-8
  963           2662.     5.711793E-8
  964           2663.     5.677033E-8
  965           2664.     5.642338E-8
  966           2665.     5.607707E-8
  967           2666.     5.573136E-8
  968           2667.     5.538628E-8
  969           2668.     5.504187E-8
  970           2669.     5.469805E-8
  971           2670.     5.435489E-8
  972           2671.     5.410128E-8
  973           2672.     5.420855E-8
  974           2673.     5.431534E-8
  975           2674.     5.442164E-8
  976           2675.     5.452747E-8
  977           2676.     5.463281E-8
  978           2677.     5.473765E-8
  979           2678.     5.484203E-8
  980           2679.     5.494592E-8
  981           2680.     5.504932E-8
  982           2681.     5.516833E-8
  983           2682.     5.532965E-8
  984           2683.     5.549036E-8
  985           2684.     5.565051E-8
  986           2685.     5.581002E-8
  987           2686.     5.596894E-8
  988           2687.     5.612726E-8
  989           2688.     5.628500E-8
  990           2689.     5.644210E-8
  991           2690.     5.659864E-8
  992           2691.     5.655180E-8
  993           2692.     5.570169E-8
  994           2693.     5.485347E-8
  995           2694.     5.400716E-8
  996           2695.     5.316275E-8
  997           2696.     5.232026E-8
  998           2697.     5.147967E-8
  999           2698.     5.064102E-8
 1000           2699.     4.980426E-8
 1001           2700.     4.896942E-8
 1002           2701.     4.841043E-8
 1003           2702.     4.873274E-8
 1004           2703.     4.905497E-8
 1005           2704.     4.937711E-8
 1006           2705.     4.969917E-8
 1007           2706.     5.002115E-8
 1008           2707.     5.034306E-8
 1009           2708.     5.066487E-8
 1010           2709.     5.098659E-8
 1011           2710.     5.130823E-8
 1012           2711.     5.157182E-8
 1013           2712.     5.157890E-8
 1014           2713.     5.158599E-8
 1015           2714.     5.159307E-8
 1016           2715.     5.160015E-8
 1017           2716.     5.160722E-8
 1018           2717.     5.161431E-8
 1019           2718.     5.162136E-8
