#  Table f814w.UVIS1.fits[1]  Fri 11:54:29 08-Feb-2013

# row      WAVELENGTH      THROUGHPUT
#           angstroms                

  371           2070.    1.498121E-10
  372           2071.    1.654425E-10
  373           2072.    6.126783E-10
  374           2073.     1.060953E-9
  375           2074.     1.510267E-9
  376           2075.     1.960622E-9
  377           2076.     2.412016E-9
  378           2077.     2.864452E-9
  379           2078.     3.317930E-9
  380           2079.     3.772451E-9
  381           2080.     4.228014E-9
  382           2081.     4.513966E-9
  383           2082.     4.463927E-9
  384           2083.     4.413753E-9
  385           2084.     4.363446E-9
  386           2085.     4.313002E-9
  387           2086.     4.262425E-9
  388           2087.     4.211712E-9
  389           2088.     4.160862E-9
  390           2089.     4.109878E-9
  391           2090.     4.058759E-9
  392           2091.     3.918789E-9
  393           2092.     3.602413E-9
  394           2093.     3.285258E-9
  395           2094.     2.967324E-9
  396           2095.     2.648610E-9
  397           2096.     2.329118E-9
  398           2097.     2.008845E-9
  399           2098.     1.687790E-9
  400           2099.     1.365954E-9
  401           2100.     1.043336E-9
  402           2101.    9.236251E-10
  403           2102.     1.208906E-9
  404           2103.     1.496077E-9
  405           2104.     1.785145E-9
  406           2105.     2.076115E-9
  407           2106.     2.368994E-9
  408           2107.     2.663789E-9
  409           2108.     2.960507E-9
  410           2109.     3.259151E-9
  411           2110.     3.559730E-9
  412           2111.     3.648308E-9
  413           2112.     3.304290E-9
  414           2113.     2.957957E-9
  415           2114.     2.609304E-9
  416           2115.     2.258322E-9
  417           2116.     1.905004E-9
  418           2117.     1.549343E-9
  419           2118.     1.191330E-9
  420           2119.    8.309581E-10
  421           2120.    4.682196E-10
  422           2121.    2.622597E-10
  423           2122.    3.801283E-10
  424           2123.    4.987333E-10
  425           2124.    6.180771E-10
  426           2125.    7.381619E-10
  427           2126.    8.589897E-10
  428           2127.    9.805631E-10
  429           2128.     1.102884E-9
  430           2129.     1.225955E-9
  431           2130.     1.349778E-9
  432           2131.     1.500351E-9
  433           2132.     1.705205E-9
  434           2133.     1.911342E-9
  435           2134.     2.118768E-9
  436           2135.     2.327484E-9
  437           2136.     2.537496E-9
  438           2137.     2.748809E-9
  439           2138.     2.961426E-9
  440           2139.     3.175350E-9
  441           2140.     3.390586E-9
  442           2141.     3.425434E-9
  443           2142.     3.082782E-9
  444           2143.     2.737941E-9
  445           2144.     2.390902E-9
  446           2145.     2.041658E-9
  447           2146.     1.690204E-9
  448           2147.     1.336533E-9
  449           2148.    9.806361E-10
  450           2149.    6.225082E-10
  451           2150.    2.621411E-10
  452           2151.    3.845920E-11
  453           2152.    1.048356E-10
  454           2153.    1.716203E-10
  455           2154.    2.388143E-10
  456           2155.    3.064194E-10
  457           2156.    3.744363E-10
  458           2157.    4.428664E-10
  459           2158.    5.117113E-10
  460           2159.    5.809718E-10
  461           2160.    6.506495E-10
  462           2161.    7.810685E-10
  463           2162.     1.040224E-9
  464           2163.     1.300892E-9
  465           2164.     1.563074E-9
  466           2165.     1.826776E-9
  467           2166.     2.092003E-9
  468           2167.     2.358755E-9
  469           2168.     2.627043E-9
  470           2169.     2.896866E-9
  471           2170.     3.168229E-9
  472           2171.     3.370896E-9
  473           2172.     3.424024E-9
  474           2173.     3.477427E-9
  475           2174.     3.531109E-9
  476           2175.     3.585066E-9
  477           2176.     3.639307E-9
  478           2177.     3.693824E-9
  479           2178.     3.748622E-9
  480           2179.     3.803702E-9
  481           2180.     3.859064E-9
  482           2181.     3.912789E-9
  483           2182.     3.962840E-9
  484           2183.     4.013137E-9
  485           2184.     4.063684E-9
  486           2185.     4.114480E-9
  487           2186.     4.165527E-9
  488           2187.     4.216823E-9
  489           2188.     4.268372E-9
  490           2189.     4.320174E-9
  491           2190.     4.372228E-9
  492           2191.     4.374837E-9
  493           2192.     4.269351E-9
  494           2193.     4.163212E-9
  495           2194.     4.056416E-9
  496           2195.     3.948963E-9
  497           2196.     3.840849E-9
  498           2197.     3.732073E-9
  499           2198.     3.622632E-9
  500           2199.     3.512528E-9
  501           2200.     3.401755E-9
  502           2201.     3.377870E-9
  503           2202.     3.545133E-9
  504           2203.     3.713372E-9
  505           2204.     3.882584E-9
  506           2205.     4.052779E-9
  507           2206.     4.223955E-9
  508           2207.     4.396112E-9
  509           2208.     4.569260E-9
  510           2209.     4.743396E-9
  511           2210.     4.918527E-9
  512           2211.     4.948256E-9
  513           2212.     4.652060E-9
  514           2213.     4.353981E-9
  515           2214.     4.054010E-9
  516           2215.     3.752142E-9
  517           2216.     3.448373E-9
  518           2217.     3.142698E-9
  519           2218.     2.835109E-9
  520           2219.     2.525603E-9
  521           2220.     2.214171E-9
  522           2221.     2.112943E-9
  523           2222.     2.487370E-9
  524           2223.     2.864025E-9
  525           2224.     3.242913E-9
  526           2225.     3.624044E-9
  527           2226.     4.007422E-9
  528           2227.     4.393055E-9
  529           2228.     4.780946E-9
  530           2229.     5.171104E-9
  531           2230.     5.563535E-9
  532           2231.     5.733036E-9
  533           2232.     5.400884E-9
  534           2233.     5.067071E-9
  535           2234.     4.731593E-9
  536           2235.     4.394449E-9
  537           2236.     4.055634E-9
  538           2237.     3.715146E-9
  539           2238.     3.372983E-9
  540           2239.     3.029139E-9
  541           2240.     2.683616E-9
  542           2241.     2.377893E-9
  543           2242.     2.166314E-9
  544           2243.     1.953754E-9
  545           2244.     1.740214E-9
  546           2245.     1.525692E-9
  547           2246.     1.310186E-9
  548           2247.     1.093695E-9
  549           2248.    8.762184E-10
  550           2249.    6.577539E-10
  551           2250.    4.383004E-10
  552           2251.    4.038517E-10
  553           2252.    7.990822E-10
  554           2253.     1.196129E-9
  555           2254.     1.594997E-9
  556           2255.     1.995686E-9
  557           2256.     2.398201E-9
  558           2257.     2.802544E-9
  559           2258.     3.208718E-9
  560           2259.     3.616726E-9
  561           2260.     4.026571E-9
  562           2261.     4.330104E-9
  563           2262.     4.382728E-9
  564           2263.     4.435551E-9
  565           2264.     4.488578E-9
  566           2265.     4.541807E-9
  567           2266.     4.595240E-9
  568           2267.     4.648876E-9
  569           2268.     4.702714E-9
  570           2269.     4.756759E-9
  571           2270.     4.811007E-9
  572           2271.     4.854671E-9
  573           2272.     4.873359E-9
  574           2273.     4.892097E-9
  575           2274.     4.910877E-9
  576           2275.     4.929704E-9
  577           2276.     4.948576E-9
  578           2277.     4.967494E-9
  579           2278.     4.986458E-9
  580           2279.     5.005468E-9
  581           2280.     5.024525E-9
  582           2281.     5.216833E-9
  583           2282.     5.824337E-9
  584           2283.     6.434288E-9
  585           2284.     7.046679E-9
  586           2285.     7.661524E-9
  587           2286.     8.278822E-9
  588           2287.     8.898570E-9
  589           2288.     9.520776E-9
  590           2289.     1.014544E-8
  591           2290.     1.077257E-8
  592           2291.     1.096409E-8
  593           2292.     1.009875E-8
  594           2293.     9.229735E-9
  595           2294.     8.357029E-9
  596           2295.     7.480631E-9
  597           2296.     6.600541E-9
  598           2297.     5.716749E-9
  599           2298.     4.829251E-9
  600           2299.     3.938045E-9
  601           2300.     3.043122E-9
  602           2301.     2.390810E-9
  603           2302.     2.339246E-9
  604           2303.     2.287522E-9
  605           2304.     2.235640E-9
  606           2305.     2.183599E-9
  607           2306.     2.131399E-9
  608           2307.     2.079038E-9
  609           2308.     2.026518E-9
  610           2309.     1.973838E-9
  611           2310.     1.920997E-9
  612           2311.     2.016646E-9
  613           2312.     2.477922E-9
  614           2313.     2.940514E-9
  615           2314.     3.404426E-9
  616           2315.     3.869658E-9
  617           2316.     4.336211E-9
  618           2317.     4.804089E-9
  619           2318.     5.273291E-9
  620           2319.     5.743817E-9
  621           2320.     6.215673E-9
  622           2321.     6.450025E-9
  623           2322.     6.093082E-9
  624           2323.     5.735187E-9
  625           2324.     5.376340E-9
  626           2325.     5.016537E-9
  627           2326.     4.655779E-9
  628           2327.     4.294068E-9
  629           2328.     3.931396E-9
  630           2329.     3.567768E-9
  631           2330.     3.203184E-9
  632           2331.     3.235381E-9
  633           2332.     4.266780E-9
  634           2333.     5.301005E-9
  635           2334.     6.338057E-9
  636           2335.     7.377945E-9
  637           2336.     8.420667E-9
  638           2337.     9.466228E-9
  639           2338.     1.051463E-8
  640           2339.     1.156588E-8
  641           2340.     1.261998E-8
  642           2341.     1.302082E-8
  643           2342.     1.175645E-8
  644           2343.     1.048863E-8
  645           2344.     9.217369E-9
  646           2345.     7.942655E-9
  647           2346.     6.664489E-9
  648           2347.     5.382862E-9
  649           2348.     4.097776E-9
  650           2349.     2.809222E-9
  651           2350.     1.517202E-9
  652           2351.    6.605594E-10
  653           2352.    9.287225E-10
  654           2353.     1.197593E-9
  655           2354.     1.467172E-9
  656           2355.     1.737461E-9
  657           2356.     2.008459E-9
  658           2357.     2.280167E-9
  659           2358.     2.552587E-9
  660           2359.     2.825717E-9
  661           2360.     3.099561E-9
  662           2361.     3.214372E-9
  663           2362.     2.915684E-9
  664           2363.     2.616267E-9
  665           2364.     2.316123E-9
  666           2365.     2.015250E-9
  667           2366.     1.713649E-9
  668           2367.     1.411317E-9
  669           2368.     1.108256E-9
  670           2369.    8.044633E-10
  671           2370.    4.999404E-10
  672           2371.    4.204382E-10
  673           2372.    9.332747E-10
  674           2373.     1.447418E-9
  675           2374.     1.962870E-9
  676           2375.     2.479632E-9
  677           2376.     2.997705E-9
  678           2377.     3.517090E-9
  679           2378.     4.037787E-9
  680           2379.     4.559801E-9
  681           2380.     5.083129E-9
  682           2381.     5.510864E-9
  683           2382.     5.682654E-9
  684           2383.     5.854862E-9
  685           2384.     6.027490E-9
  686           2385.     6.200535E-9
  687           2386.     6.374001E-9
  688           2387.     6.547883E-9
  689           2388.     6.722189E-9
  690           2389.     6.896911E-9
  691           2390.     7.072054E-9
  692           2391.     7.045106E-9
  693           2392.     6.476063E-9
  694           2393.     5.905703E-9
  695           2394.     5.334030E-9
  696           2395.     4.761039E-9
  697           2396.     4.186731E-9
  698           2397.     3.611107E-9
  699           2398.     3.034163E-9
  700           2399.     2.455900E-9
  701           2400.     1.876316E-9
  702           2401.     1.606589E-9
  703           2402.     2.185437E-9
  704           2403.     2.764210E-9
  705           2404.     3.342907E-9
  706           2405.     3.921528E-9
  707           2406.     4.500075E-9
  708           2407.     5.078542E-9
  709           2408.     5.656934E-9
  710           2409.     6.235248E-9
  711           2410.     6.813485E-9
  712           2411.     7.235089E-9
  713           2412.     7.227235E-9
  714           2413.     7.219383E-9
  715           2414.     7.211530E-9
  716           2415.     7.203678E-9
  717           2416.     7.195825E-9
  718           2417.     7.187970E-9
  719           2418.     7.180116E-9
  720           2419.     7.172261E-9
  721           2420.     7.164406E-9
  722           2421.     7.139313E-9
  723           2422.     7.066527E-9
  724           2423.     6.993754E-9
  725           2424.     6.920992E-9
  726           2425.     6.848242E-9
  727           2426.     6.775500E-9
  728           2427.     6.702772E-9
  729           2428.     6.630051E-9
  730           2429.     6.557344E-9
  731           2430.     6.484647E-9
  732           2431.     6.437761E-9
  733           2432.     6.467702E-9
  734           2433.     6.497620E-9
  735           2434.     6.527518E-9
  736           2435.     6.557395E-9
  737           2436.     6.587250E-9
  738           2437.     6.617082E-9
  739           2438.     6.646896E-9
  740           2439.     6.676686E-9
  741           2440.     6.706458E-9
  742           2441.     6.827205E-9
  743           2442.     7.204798E-9
  744           2443.     7.582208E-9
  745           2444.     7.959434E-9
  746           2445.     8.336480E-9
  747           2446.     8.713341E-9
  748           2447.     9.090015E-9
  749           2448.     9.466509E-9
  750           2449.     9.842817E-9
  751           2450.     1.021894E-8
  752           2451.     1.032137E-8
  753           2452.     9.636686E-9
  754           2453.     8.952334E-9
  755           2454.     8.268318E-9
  756           2455.     7.584632E-9
  757           2456.     6.901283E-9
  758           2457.     6.218271E-9
  759           2458.     5.535592E-9
  760           2459.     4.853249E-9
  761           2460.     4.171242E-9
  762           2461.     3.732431E-9
  763           2462.     4.001881E-9
  764           2463.     4.271144E-9
  765           2464.     4.540223E-9
  766           2465.     4.809115E-9
  767           2466.     5.077820E-9
  768           2467.     5.346339E-9
  769           2468.     5.614674E-9
  770           2469.     5.882822E-9
  771           2470.     6.150784E-9
  772           2471.     6.366098E-9
  773           2472.     6.425052E-9
  774           2473.     6.483977E-9
  775           2474.     6.542869E-9
  776           2475.     6.601728E-9
  777           2476.     6.660558E-9
  778           2477.     6.719357E-9
  779           2478.     6.778123E-9
  780           2479.     6.836857E-9
  781           2480.     6.895560E-9
  782           2481.     6.859615E-9
  783           2482.     6.541376E-9
  784           2483.     6.223295E-9
  785           2484.     5.905377E-9
  786           2485.     5.587618E-9
  787           2486.     5.270022E-9
  788           2487.     4.952585E-9
  789           2488.     4.635309E-9
  790           2489.     4.318194E-9
  791           2490.     4.001242E-9
  792           2491.     3.945918E-9
  793           2492.     4.680909E-9
  794           2493.     5.415389E-9
  795           2494.     6.149354E-9
  796           2495.     6.882809E-9
  797           2496.     7.615750E-9
  798           2497.     8.348179E-9
  799           2498.     9.080096E-9
  800           2499.     9.811498E-9
  801           2500.     1.054239E-8
  802           2501.     1.089692E-8
  803           2502.     1.011043E-8
  804           2503.     9.324870E-9
  805           2504.     8.540244E-9
  806           2505.     7.756552E-9
  807           2506.     6.973795E-9
  808           2507.     6.191974E-9
  809           2508.     5.411088E-9
  810           2509.     4.631140E-9
  811           2510.     3.852130E-9
  812           2511.     3.364057E-9
  813           2512.     3.775035E-9
  814           2513.     4.185513E-9
  815           2514.     4.595490E-9
  816           2515.     5.004968E-9
  817           2516.     5.413946E-9
  818           2517.     5.822424E-9
  819           2518.     6.230400E-9
  820           2519.     6.637876E-9
  821           2520.     7.044850E-9
  822           2521.     7.427769E-9
  823           2522.     7.738389E-9
  824           2523.     8.048569E-9
  825           2524.     8.358307E-9
  826           2525.     8.667603E-9
  827           2526.     8.976452E-9
  828           2527.     9.284863E-9
  829           2528.     9.592827E-9
  830           2529.     9.900349E-9
  831           2530.     1.020743E-8
  832           2531.     1.039276E-8
  833           2532.     1.018972E-8
  834           2533.     9.986914E-9
  835           2534.     9.784350E-9
  836           2535.     9.582023E-9
  837           2536.     9.379936E-9
  838           2537.     9.178085E-9
  839           2538.     8.976472E-9
  840           2539.     8.775100E-9
  841           2540.     8.573967E-9
  842           2541.     8.433570E-9
  843           2542.     8.487884E-9
  844           2543.     8.542118E-9
  845           2544.     8.596280E-9
  846           2545.     8.650360E-9
  847           2546.     8.704374E-9
  848           2547.     8.758305E-9
  849           2548.     8.812164E-9
  850           2549.     8.865944E-9
  851           2550.     8.919652E-9
  852           2551.     9.073381E-9
  853           2552.     9.555823E-9
  854           2553.     1.003757E-8
  855           2554.     1.051862E-8
  856           2555.     1.099897E-8
  857           2556.     1.147863E-8
  858           2557.     1.195759E-8
  859           2558.     1.243585E-8
  860           2559.     1.291341E-8
  861           2560.     1.339028E-8
  862           2561.     1.359295E-8
  863           2562.     1.288838E-8
  864           2563.     1.218468E-8
  865           2564.     1.148184E-8
  866           2565.     1.077987E-8
  867           2566.     1.007877E-8
  868           2567.     9.378526E-9
  869           2568.     8.679155E-9
  870           2569.     7.980649E-9
  871           2570.     7.283015E-9
  872           2571.     6.800734E-9
  873           2572.     7.036690E-9
  874           2573.     7.272345E-9
  875           2574.     7.507697E-9
  876           2575.     7.742743E-9
  877           2576.     7.977488E-9
  878           2577.     8.211924E-9
  879           2578.     8.446057E-9
  880           2579.     8.679884E-9
  881           2580.     8.913408E-9
  882           2581.     9.085655E-9
  883           2582.     9.053580E-9
  884           2583.     9.021544E-9
  885           2584.     8.989541E-9
  886           2585.     8.957577E-9
  887           2586.     8.925646E-9
  888           2587.     8.893749E-9
  889           2588.     8.861893E-9
  890           2589.     8.830070E-9
  891           2590.     8.798280E-9
  892           2591.     8.722683E-9
  893           2592.     8.493500E-9
  894           2593.     8.264601E-9
  895           2594.     8.035984E-9
  896           2595.     7.807648E-9
  897           2596.     7.579597E-9
  898           2597.     7.351828E-9
  899           2598.     7.124347E-9
  900           2599.     6.897148E-9
  901           2600.     6.670230E-9
  902           2601.     6.524657E-9
  903           2602.     6.672464E-9
  904           2603.     6.819916E-9
  905           2604.     6.967017E-9
  906           2605.     7.113762E-9
  907           2606.     7.260156E-9
  908           2607.     7.406193E-9
  909           2608.     7.551879E-9
  910           2609.     7.697210E-9
  911           2610.     7.842185E-9
  912           2611.     8.042024E-9
  913           2612.     8.438890E-9
  914           2613.     8.834752E-9
  915           2614.     9.229605E-9
  916           2615.     9.623448E-9
  917           2616.     1.001628E-8
  918           2617.     1.040811E-8
  919           2618.     1.079893E-8
  920           2619.     1.118874E-8
  921           2620.     1.157754E-8
  922           2621.     1.185701E-8
  923           2622.     1.174369E-8
  924           2623.     1.163059E-8
  925           2624.     1.151772E-8
  926           2625.     1.140507E-8
  927           2626.     1.129265E-8
  928           2627.     1.118046E-8
  929           2628.     1.106849E-8
  930           2629.     1.095674E-8
  931           2630.     1.084523E-8
  932           2631.     1.077249E-8
  933           2632.     1.083799E-8
  934           2633.     1.090330E-8
  935           2634.     1.096843E-8
  936           2635.     1.103338E-8
  937           2636.     1.109814E-8
  938           2637.     1.116272E-8
  939           2638.     1.122712E-8
  940           2639.     1.129134E-8
  941           2640.     1.135537E-8
  942           2641.     1.123486E-8
  943           2642.     1.043960E-8
  944           2643.     9.646270E-9
  945           2644.     8.854871E-9
  946           2645.     8.065410E-9
  947           2646.     7.277885E-9
  948           2647.     6.492295E-9
  949           2648.     5.708642E-9
  950           2649.     4.926930E-9
  951           2650.     4.147155E-9
  952           2651.     3.667291E-9
  953           2652.     4.300693E-9
  954           2653.     4.932601E-9
  955           2654.     5.563019E-9
  956           2655.     6.191948E-9
  957           2656.     6.819381E-9
  958           2657.     7.445318E-9
  959           2658.     8.069759E-9
  960           2659.     8.692707E-9
  961           2660.     9.314149E-9
  962           2661.     9.813384E-9
  963           2662.     9.853638E-9
  964           2663.     9.893763E-9
  965           2664.     9.933760E-9
  966           2665.     9.973629E-9
  967           2666.     1.001336E-8
  968           2667.     1.005297E-8
  969           2668.     1.009245E-8
  970           2669.     1.013179E-8
  971           2670.     1.017101E-8
  972           2671.     1.015662E-8
  973           2672.     9.940289E-9
  974           2673.     9.724472E-9
  975           2674.     9.509180E-9
  976           2675.     9.294411E-9
  977           2676.     9.080167E-9
  978           2677.     8.866444E-9
  979           2678.     8.653245E-9
  980           2679.     8.440572E-9
  981           2680.     8.228421E-9
  982           2681.     8.172486E-9
  983           2682.     8.721037E-9
  984           2683.     9.268211E-9
  985           2684.     9.814018E-9
  986           2685.     1.035844E-8
  987           2686.     1.090149E-8
  988           2687.     1.144316E-8
  989           2688.     1.198345E-8
  990           2689.     1.252236E-8
  991           2690.     1.305989E-8
  992           2691.     1.339162E-8
  993           2692.     1.291294E-8
  994           2693.     1.243539E-8
  995           2694.     1.195900E-8
  996           2695.     1.148375E-8
  997           2696.     1.100964E-8
  998           2697.     1.053668E-8
  999           2698.     1.006487E-8
 1000           2699.     9.594200E-9
 1001           2700.     9.124682E-9
 1002           2701.     8.710731E-9
 1003           2702.     8.476095E-9
 1004           2703.     8.241516E-9
 1005           2704.     8.006990E-9
 1006           2705.     7.772524E-9
 1007           2706.     7.538115E-9
 1008           2707.     7.303763E-9
 1009           2708.     7.069468E-9
 1010           2709.     6.835226E-9
 1011           2710.     6.601043E-9
 1012           2711.     6.419552E-9
 1013           2712.     6.450844E-9
 1014           2713.     6.482133E-9
 1015           2714.     6.513422E-9
 1016           2715.     6.544706E-9
 1017           2716.     6.575987E-9
 1018           2717.     6.607269E-9
 1019           2718.     6.638546E-9
